,大当り回数,時間,スタート回数
1,--,--,14
2,23,21:40,2
3,22,21:39,32
4,21,21:29,1
5,20,21:27,1
6,19,21:25,2
7,18,21:24,300
8,17,19:58,268
9,16,18:49,1
10,15,18:46,1
11,14,18:44,2
12,13,18:41,1
13,12,18:39,1
14,11,18:37,3
15,10,18:35,426
16,9,16:27,1
17,8,16:24,2
18,7,16:22,1
19,6,16:19,1
20,5,16:18,462
21,4,13:55,460
22,3,11:27,3
23,2,11:25,5
24,1,11:24,319
