,大当り回数,時間,スタート回数
1,--,--,29
2,15,21:46,349
3,14,19:55,21
4,13,19:49,330
5,12,18:17,77
6,11,18:11,7
7,10,18:08,212
8,9,17:09,76
9,8,16:48,41
10,7,16:31,70
11,6,16:26,63
12,5,16:24,240
13,4,15:18,26
14,3,15:14,132
15,2,15:11,629
16,1,11:29,295
