,大当り回数,時間,スタート回数
1,--,--,2
2,42,22:00,658
3,41,19:10,37
4,40,19:07,18
5,39,19:06,8
6,38,19:04,11
7,37,19:02,8
8,36,19:00,191
9,35,17:58,550
10,34,15:34,44
11,33,15:30,41
12,32,15:26,126
13,31,15:02,132
14,30,14:59,52
15,29,14:57,13
16,28,14:56,22
17,27,14:54,63
