,大当り回数,時間,スタート回数
1,--,--,431
2,26,19:35,501
3,25,17:41,122
4,24,17:10,72
5,23,16:48,634
6,22,14:12,54
7,21,14:10,8
8,20,14:09,54
9,19,14:07,2
10,18,14:05,17
11,17,14:04,4
12,16,14:02,45
13,15,14:00,50
14,14,13:58,26
15,13,13:57,2
16,12,13:55,10
17,11,13:51,78
