,大当り回数,時間,スタート回数
1,--,--,183
2,9,20:54,10
3,8,20:52,24
4,7,20:51,54
5,6,20:48,88
6,5,20:43,45
7,4,20:40,141
8,3,20:06,46
9,2,20:03,72
10,1,19:58,2087
