,大当り回数,時間,スタート回数
1,--,--,203
2,40,20:15,1
3,39,20:14,250
4,38,17:28,165
5,37,16:25,1
6,36,16:23,1
7,35,16:21,2
8,34,16:18,1
9,33,16:16,1
10,32,16:14,1
11,31,16:11,1
12,30,16:09,1
13,29,16:07,1
14,28,16:04,1
15,27,16:02,1
16,26,16:00,1
17,25,15:59,450
18,24,13:54,4
19,23,13:52,100
20,22,13:21,201
21,21,12:15,1
22,20,12:13,1
23,19,12:11,1
24,18,12:10,1
