,大当り回数,時間,スタート回数
1,--,--,49
2,14,21:19,443
3,13,19:08,1
4,12,19:07,64
5,11,18:51,4
6,10,18:45,1
7,9,18:43,2
8,8,18:41,4
9,7,18:39,76
10,6,18:15,506
11,5,15:59,507
12,4,13:36,2
13,3,13:34,1
14,2,13:31,1
15,1,13:28,777
