日付,店舗,機種,台,logic,結果
2022-10-07,kyoto_kawaracho_king,eva,45,logic_2,
2022-10-07,kyoto_kawaracho_king,eva,78,logic_2,
2022-10-07,kyoto_kawaracho_king,eva,79,logic_2,
2022-10-07,kyoto_kawaracho_king,eva,43,logic_2,
2022-10-07,kyoto_kawaracho_king,eva,79,logic_2,
