,大当り回数,時間,スタート回数
1,--,--,211
2,24,21:22,1
3,23,21:21,1
4,22,21:19,1
5,21,21:17,73
6,20,20:51,216
7,19,19:58,2
8,18,19:55,162
9,17,19:15,471
10,16,16:46,164
