,大当り回数,時間,スタート回数
1,--,--,2
2,13,22:05,1
3,12,22:03,5
4,11,22:01,84
5,10,21:35,351
6,9,20:00,55
7,8,19:21,2
8,7,19:19,131
9,6,18:45,497
10,5,15:36,2
