,大当り回数,時間,スタート回数
1,--,--,466
2,24,20:35,225
3,23,19:31,3
4,22,19:29,668
5,21,16:31,167
6,20,15:48,355
7,19,13:44,352
8,18,11:56,1
9,17,11:54,1
10,16,11:52,2
