,大当り回数,時間,スタート回数
1,--,--,3
2,28,21:40,1
3,27,21:38,3
4,26,21:35,2
5,25,21:32,2
6,24,21:29,1
7,23,21:28,1
8,22,21:21,2
9,21,21:18,1
10,20,21:16,3
