,大当り回数,時間,スタート回数
1,--,--,1
2,29,22:06,187
3,28,21:19,1
4,27,21:14,326
5,26,19:33,3
6,25,19:30,1
7,24,19:28,3
8,23,19:26,538
9,22,17:12,486
10,21,15:15,2
