,大当り回数,時間,スタート回数
1,--,--,37
2,21,21:55,167
3,20,21:47,28
4,19,21:42,488
5,18,19:47,17
6,17,19:44,221
7,16,18:50,124
8,15,18:46,497
9,14,16:28,209
10,13,15:51,19
11,12,15:45,60
12,11,15:43,78
13,10,15:40,25
14,9,15:39,2
15,8,15:38,2
16,7,15:35,42
17,6,15:31,42
