,大当り回数,時間,スタート回数
1,--,--,752
2,14,18:43,4
3,13,18:42,81
4,12,18:39,21
5,11,18:37,9
6,10,18:36,26
7,9,18:34,33
8,8,18:32,21
9,7,18:30,38
10,6,18:25,34
11,5,18:23,537
12,4,16:04,66
13,3,15:47,72
14,2,15:26,386
15,1,12:59,299
