,大当り回数,時間,スタート回数
1,--,--,244
2,11,20:48,21
3,10,20:45,6
4,9,20:43,219
5,8,19:56,20
6,7,19:55,16
7,6,19:53,13
8,5,19:51,29
9,4,19:49,13
10,3,19:45,376
11,2,17:48,46
12,1,17:40,1054
