,大当り回数,時間,スタート回数
1,--,--,248
2,8,19:14,1
3,7,19:13,1
4,6,19:11,1
5,5,19:09,951
6,遊ﾀｲﾑ,19:09,(950)
7,4,14:49,2
8,3,14:48,235
