,大当り回数,時間,スタート回数
1,--,--,611
2,6,18:38,259
3,5,17:29,40
4,4,17:14,35
5,3,16:51,951
6,遊ﾀｲﾑ,16:51,(950)
7,2,11:47,5
8,1,11:46,645
