,大当り回数,時間,スタート回数
1,--,--,516
2,6,18:42,1
3,5,18:37,1
4,4,18:35,1
5,3,18:33,952
6,遊ﾀｲﾑ,18:33,(950)
7,2,14:19,33
8,1,13:34,516
