,大当り回数,時間,スタート回数
1,--,--,92
2,17,21:16,1
3,16,21:14,5
4,15,21:13,21
5,14,21:04,953
6,遊ﾀｲﾑ,21:03,(950)
7,13,17:10,267
8,12,15:38,1
