,大当り回数,時間,スタート回数
1,--,--,546
2,23,18:34,1
3,22,18:32,2
4,21,18:30,1
5,20,18:28,1
6,19,18:26,952
7,遊ﾀｲﾑ,18:26,(950)
8,18,14:02,2
