,大当り回数,時間,スタート回数
1,--,--,350
2,27,19:46,13
3,26,19:45,16
4,25,19:42,22
5,24,19:39,60
6,23,19:34,14
7,22,19:27,78
8,21,19:25,27
9,20,19:23,5
10,19,19:21,7
11,18,19:17,347
12,17,17:38,31
13,16,17:34,378
14,15,16:06,5
15,14,16:04,8
16,13,15:57,17
17,12,15:55,23
18,11,15:52,10
19,10,15:49,42
20,9,15:45,352
21,8,14:08,17
22,7,14:06,435
23,6,11:57,34
24,5,11:53,44
