,大当り回数,時間,スタート回数
1,--,--,19
2,15,20:25,1
3,14,20:23,1
4,13,20:22,219
5,12,19:20,450
6,11,17:09,200
7,10,15:36,1
8,9,15:34,1
9,8,15:32,1
10,7,15:30,4
11,6,15:29,147
12,5,14:05,169
13,4,13:22,1
14,3,13:20,2
15,2,13:19,300
16,1,11:24,285
