,大当り回数,時間,スタート回数
1,--,--,26
2,18,21:57,431
3,17,17:44,684
4,16,14:55,1
5,15,14:53,1
6,14,14:48,2
7,13,14:46,1
8,12,14:44,1
9,11,14:42,1
10,10,14:40,1
11,9,14:38,1
12,8,14:36,1
13,7,14:34,2
14,6,14:33,1
15,5,14:31,1
16,4,14:29,1
17,3,14:27,2
18,2,14:24,477
19,1,11:51,444
