,大当り回数,時間,スタート回数
1,--,--,17
2,25,22:11,20
3,24,22:10,34
4,23,22:08,27
5,22,22:06,101
6,21,22:03,17
7,20,22:01,11
8,19,22:00,1
9,18,21:58,68
10,17,21:52,56
11,16,21:48,47
12,15,21:12,61
13,14,20:04,33
14,13,19:35,1
15,12,19:33,70
16,11,19:31,2
17,10,19:30,94
18,9,19:27,9
19,8,19:26,28
20,7,19:23,58
21,6,19:19,52
22,5,19:16,40
23,4,19:00,253
24,3,17:45,993
