,大当り回数,時間,スタート回数
1,--,--,779
2,33,16:41,43
3,32,16:39,6
4,31,16:37,24
5,30,16:36,10
6,29,16:35,45
7,28,16:32,22
8,27,16:30,26
9,26,16:28,55
10,25,16:26,7
11,24,16:25,87
12,23,16:22,12
13,22,16:20,37
14,21,16:16,37
15,20,16:12,110
16,19,15:14,187
17,18,14:23,33
18,17,14:22,11
19,16,14:20,6
20,15,14:19,14
21,14,14:17,1
22,13,14:14,55
23,12,14:10,206
24,11,13:18,80
