,大当り回数,時間,スタート回数
1,--,--,44
2,32,22:08,53
3,31,22:06,15
4,30,22:04,49
5,29,22:01,55
6,28,21:57,23
7,27,21:54,71
8,26,21:36,326
9,25,16:53,80
10,24,16:25,37
11,23,16:24,64
12,22,16:22,24
13,21,16:20,26
14,20,16:18,30
15,19,16:14,32
16,18,16:11,73
17,17,15:49,14
