,大当り回数,時間,スタート回数
1,--,--,264
2,18,20:36,461
3,17,18:11,68
4,16,18:09,53
5,15,18:06,38
6,14,18:04,30
7,13,18:02,13
8,12,18:00,35
9,11,17:57,9
10,10,17:55,190
11,9,16:54,423
12,8,14:45,130
13,7,14:41,575
14,6,11:22,25
15,5,11:20,5
16,4,11:18,101
17,3,11:12,12
