,大当り回数,時間,スタート回数
1,--,--,0
2,19,21:27,1
3,18,21:25,1
4,17,21:23,1
5,16,21:22,1
6,15,21:20,1
7,14,21:18,1
8,13,21:16,1
9,12,21:14,5
10,11,21:13,205
11,10,19:27,18
12,9,19:08,1
13,8,19:06,1
14,7,19:04,1
15,6,19:02,1
16,5,19:00,1
17,4,18:58,2
18,3,18:57,403
19,2,15:55,506
20,1,13:27,115
