,大当り回数,時間,スタート回数
1,--,--,0
2,20,19:18,951
3,19,14:49,1
4,18,14:47,1
5,17,14:45,1
6,16,14:43,1
7,15,14:41,1
8,14,14:39,1
9,13,14:38,1
10,12,14:36,1
11,11,14:34,1
12,10,14:32,2
13,9,14:31,370
14,8,12:41,4
15,7,12:39,2
16,6,12:36,2
17,5,12:34,2
18,4,12:32,1
19,3,12:30,3
20,2,12:27,2
21,1,12:26,403
