,大当り回数,時間,スタート回数
1,--,--,0
2,31,19:48,1
3,30,19:47,3
4,29,19:45,337
5,28,16:44,1
6,27,16:42,1
7,26,16:41,1
8,25,16:38,1
9,24,16:36,1
10,23,16:34,2
11,22,16:32,2
12,21,16:30,107
13,20,15:53,1
14,19,15:51,1
15,18,15:49,1
16,17,15:47,1
17,16,15:45,2
18,15,15:43,1
19,14,15:40,5
20,13,15:39,77
21,12,15:17,261
22,11,13:38,1
23,10,13:36,1
24,9,13:34,1
