,大当り回数,時間,スタート回数
1,--,--,141
2,9,19:18,85
3,8,18:23,1
4,7,18:21,5
5,6,18:20,207
6,5,16:44,112
7,4,16:14,447
8,3,13:26,219
9,2,10:39,1
10,1,10:38,23
