,大当り回数,時間,スタート回数
1,--,--,257
2,18,19:00,1
3,17,18:58,1
4,16,18:57,1
5,15,18:55,1
6,14,18:53,1
7,13,18:51,951
8,12,15:02,24
9,11,14:53,316
10,10,13:31,1
11,9,13:29,1
12,8,13:27,2
13,7,13:24,2
14,6,13:22,1
15,5,13:20,1
16,4,13:18,2
17,3,13:17,395
18,2,11:09,5
19,1,11:08,234
