,大当り回数,時間,スタート回数
1,--,--,415
2,15,18:57,57
3,14,18:55,76
4,13,18:53,14
5,12,18:52,93
6,11,18:49,75
7,10,18:46,45
8,9,18:42,37
9,8,18:38,311
10,7,16:58,259
11,6,15:48,75
12,5,15:31,962
13,4,11:09,113
14,3,11:03,84
15,2,10:51,22
16,1,10:47,70
