,大当り回数,時間,スタート回数
1,--,--,129
2,31,21:40,2
3,30,21:37,5
4,29,21:35,235
5,28,20:27,5
6,27,20:25,417
7,26,18:38,3
8,25,18:36,348
9,24,17:05,1
10,23,16:58,1
