,大当り回数,時間,スタート回数
1,--,--,419
2,9,19:56,422
3,8,18:05,258
4,7,17:05,104
5,6,16:39,2
6,5,16:36,2
7,4,16:33,4
8,3,16:30,821
9,2,12:05,18
10,1,11:59,399
