,大当り回数,時間,スタート回数
1,--,--,2
2,69,21:26,1
3,68,21:24,2
4,67,21:21,2
5,66,21:18,1
6,65,21:16,3
7,64,21:13,1
8,63,21:12,1
9,62,21:10,1
10,61,21:08,1
