,大当り回数,時間,スタート回数
1,--,--,10
2,31,22:19,1
3,30,22:17,1
4,29,22:16,1
5,28,22:14,1
6,27,22:12,2
7,26,22:09,1
8,25,22:08,1
9,24,22:06,5
10,23,22:04,355
