,大当り回数,時間,スタート回数
1,--,--,70
2,41,22:01,177
3,40,21:06,1
4,39,21:04,2
5,38,21:01,1
6,37,20:59,1
7,36,20:58,1
8,35,20:56,101
9,34,20:25,1
10,33,20:23,1
