,大当り回数,時間,スタート回数
1,--,--,0
2,60,22:28,1
3,59,22:26,2
4,58,22:24,1
5,57,22:22,2
6,56,22:19,1
7,55,22:17,2
8,54,22:15,1
9,53,22:13,1
10,52,22:11,1
11,51,22:09,1
12,50,22:07,1
13,49,22:05,2
14,48,22:02,2
15,47,22:00,1
16,46,21:58,1
17,45,21:56,1
18,44,21:53,1
19,43,21:51,1
20,42,21:49,1
21,41,21:47,1
22,40,21:45,1
23,39,21:43,1
24,38,21:41,1
