,大当り回数,時間,スタート回数
1,--,--,31
2,10,20:46,5
3,9,20:45,329
4,8,18:43,367
5,7,16:29,5
6,6,16:22,453
7,5,14:28,128
8,4,13:39,1
9,3,13:37,5
10,2,13:36,78
11,1,13:12,848
