,大当り回数,時間,スタート回数
1,--,--,0
2,24,22:06,1
3,23,22:04,5
4,22,22:03,947
5,21,17:27,5
6,20,17:25,147
7,19,16:45,1
8,18,16:43,1
9,17,16:35,4
10,16,16:34,248
11,15,15:23,1
12,14,15:21,1
13,13,15:19,1
14,12,15:17,1
15,11,15:14,1
16,10,15:12,1
17,9,15:08,1
18,8,15:05,5
19,7,15:04,43
20,6,14:43,165
21,5,13:59,2
22,4,13:56,1
23,3,13:54,5
24,2,13:53,579
