,大当り回数,時間,スタート回数
1,--,--,2
2,43,22:36,1
3,42,22:34,1
4,41,22:33,1
5,40,22:31,1
6,39,22:30,1
7,38,22:28,1
8,37,22:26,2
9,36,22:23,2
10,35,22:20,1
