,大当り回数,時間,スタート回数
1,--,--,58
2,32,21:37,1
3,31,21:36,2
4,30,21:32,1
5,29,21:30,1
6,28,21:29,342
7,27,19:50,1
8,26,19:49,4
9,25,19:47,33
10,24,19:18,2
