,大当り回数,時間,スタート回数
1,--,--,57
2,10,21:29,577
3,9,19:00,429
4,8,16:57,2
5,7,16:54,1
6,6,16:52,1
7,5,16:50,2
8,4,16:47,4
9,3,16:45,1371
10,2,10:32,2
