,大当り回数,時間,スタート回数
1,--,--,183
2,34,21:25,159
3,33,20:39,2
4,32,20:36,1
5,31,20:34,1
6,30,20:32,2
7,29,20:29,2
8,28,20:26,1
9,27,20:25,4
10,26,20:23,345
