,大当り回数,時間,スタート回数
1,--,--,306
2,12,20:36,224
3,11,19:41,120
4,10,18:51,878
5,9,14:23,1
6,8,14:21,1
7,7,14:20,3
8,6,14:18,2
9,5,14:17,75
10,4,13:49,5
