,大当り回数,時間,スタート回数
1,--,--,0
2,18,22:12,113
3,17,21:06,7
4,16,21:04,138
5,15,20:59,223
6,14,19:56,305
7,13,18:26,489
8,12,16:10,507
9,11,13:51,346
10,10,12:14,28
11,9,12:11,24
12,8,12:08,2
13,7,12:06,215
14,6,11:22,37
15,5,11:18,35
16,4,11:07,104
17,3,11:01,6
18,2,10:59,54
19,1,10:15,3
