,大当り回数,時間,スタート回数
1,--,--,253
2,26,19:47,25
3,25,19:44,37
4,24,19:40,7
5,23,19:38,480
6,22,17:26,282
7,21,16:21,21
8,20,16:18,31
9,19,16:14,53
10,18,15:59,76
11,17,15:41,35
12,16,15:39,117
13,15,15:36,7
14,14,15:33,7
15,13,15:31,107
16,12,14:57,519
17,11,11:51,2
18,10,11:50,34
19,9,11:48,25
20,8,11:46,16
21,7,11:45,36
22,6,11:42,11
23,5,11:40,16
24,4,11:37,219
