,大当り回数,時間,スタート回数
1,--,--,430
2,21,19:33,7
3,20,19:31,92
4,19,19:27,79
5,18,19:25,65
6,17,19:22,87
7,16,19:19,22
8,15,19:16,19
9,14,19:12,30
10,13,19:04,19
11,12,19:02,409
12,11,16:03,54
13,10,16:01,60
14,9,15:59,17
15,8,15:57,26
16,7,15:55,21
17,6,15:51,49
18,5,15:45,25
19,4,15:28,12
20,3,15:26,24
21,2,15:22,163
22,1,14:19,1011
