,大当り回数,時間,スタート回数
1,--,--,308
2,28,20:21,40
3,27,20:18,13
4,26,20:15,17
5,25,20:12,175
6,24,19:14,17
7,23,19:13,13
8,22,19:11,33
9,21,19:09,28
10,20,19:07,33
11,19,19:05,47
12,18,19:03,1
13,17,19:00,33
14,16,18:54,384
15,15,17:12,59
16,14,17:07,955
17,13,13:21,6
18,12,13:19,76
19,11,13:14,13
20,10,13:13,5
21,9,13:10,26
22,8,13:09,101
23,7,13:04,4
24,6,13:03,10
