,大当り回数,時間,スタート回数
1,--,--,106
2,36,21:39,646
3,35,18:24,17
4,34,18:23,88
5,33,18:15,26
6,32,18:13,1
7,31,18:11,48
8,30,18:08,1
9,29,18:07,53
10,28,18:04,33
11,27,18:02,81
12,26,17:55,20
13,25,17:53,10
14,24,17:51,12
15,23,17:49,29
16,22,17:47,109
17,21,17:44,28
18,20,17:43,48
19,19,17:41,10
20,18,17:38,63
21,17,17:35,169
22,16,17:21,9
23,15,17:18,189
24,14,16:07,85
