,大当り回数,時間,スタート回数
1,--,--,102
2,35,21:16,92
3,34,20:29,11
4,33,20:22,728
5,32,17:05,1
6,31,17:04,1
7,30,17:01,1
8,29,16:59,1
9,28,16:57,1
10,27,16:56,2
11,26,16:53,1
12,25,16:51,1
13,24,16:49,1
14,23,16:47,1
15,22,16:46,1
16,21,16:43,5
17,20,16:42,41
18,19,16:29,42
19,18,16:14,1
20,17,16:12,5
21,16,16:10,380
22,15,14:26,1
23,14,14:24,3
24,13,14:23,323
