,大当り回数,時間,スタート回数
1,--,--,551
2,9,18:25,1
3,8,18:23,951
4,7,14:26,186
5,6,13:13,471
6,5,10:54,1
7,4,10:51,1
8,3,10:49,1
9,2,10:46,3
10,1,10:45,173
