,大当り回数,時間,スタート回数
1,--,--,596
2,70,19:19,2
3,69,19:19,1
4,68,19:18,1
5,67,19:18,2
6,66,19:17,1
7,65,19:17,1
8,64,19:16,3
9,63,19:16,1
10,62,19:15,1
11,61,19:15,1
12,60,19:14,1
13,59,19:14,6
14,58,19:12,46
15,57,18:55,4
16,56,18:54,1
17,55,18:52,384
18,54,17:15,1
19,53,17:15,1
20,52,17:15,1
21,51,17:14,5
22,50,17:13,2
23,49,17:12,1
24,48,17:11,1
