,大当り回数,時間,スタート回数
1,--,--,28
2,18,21:13,289
3,17,19:30,1
4,16,19:28,1
5,15,19:26,1
6,14,19:25,425
7,13,17:23,5
8,12,17:22,227
9,11,16:08,86
10,10,15:45,113
11,9,15:11,279
12,8,14:03,397
13,7,12:15,1
14,6,12:13,1
15,5,12:11,1
16,4,12:09,1
17,3,12:08,442
18,2,10:18,1
19,1,10:17,41
