,大当り回数,時間,スタート回数
1,--,--,50
2,29,21:48,59
3,28,21:45,8
4,27,21:42,35
5,26,21:40,65
6,25,21:12,275
7,24,19:56,633
8,23,16:27,83
9,22,16:06,8
10,21,16:05,26
11,20,16:03,2
12,19,16:01,5
13,18,16:00,128
14,17,15:48,70
15,16,15:45,39
16,15,15:41,9
17,14,15:39,198
