,大当り回数,時間,スタート回数
1,--,--,127
2,11,21:13,1302
3,10,15:39,43
4,9,15:32,25
5,8,15:28,146
6,7,15:20,12
7,6,15:15,476
8,5,12:53,100
9,4,12:12,10
10,3,12:06,22
11,2,12:03,135
12,1,11:52,224
