,大当り回数,時間,スタート回数
1,--,--,319
2,15,21:20,78
3,14,21:18,20
4,13,21:17,46
5,12,21:15,12
6,11,21:13,13
7,10,21:12,13
8,9,21:10,11
9,8,21:08,12
10,7,21:05,39
11,6,21:01,42
12,5,20:48,689
13,4,17:47,215
14,3,16:37,791
15,2,12:59,153
16,1,12:23,274
