,大当り回数,時間,スタート回数
1,--,--,68
2,15,21:40,303
3,14,20:31,6
4,13,20:29,2
5,12,20:28,24
6,11,20:23,65
7,10,19:58,1
8,9,19:57,24
9,8,19:55,11
10,7,19:54,37
11,6,19:51,26
12,5,19:46,35
13,4,19:43,1034
14,3,15:04,522
15,2,12:43,299
16,1,11:12,221
