,大当り回数,時間,スタート回数
1,--,--,202
2,25,20:57,2
3,24,20:55,491
4,23,18:31,2
5,22,18:28,2
6,21,18:25,2
7,20,18:22,2
8,19,18:19,4
9,18,18:17,560
10,17,15:45,2
