,大当り回数,時間,スタート回数
1,--,--,108
2,29,21:21,1
3,28,21:19,5
4,27,21:17,330
5,26,19:51,241
6,25,18:56,1
7,24,18:55,1
8,23,18:53,4
9,22,18:51,605
10,21,16:06,220
