,大当り回数,時間,スタート回数
1,--,--,324
2,14,20:26,1
3,13,20:24,31
4,12,20:08,3
5,11,20:06,155
6,10,19:14,388
7,9,17:30,2
8,8,17:28,1
9,7,17:26,4
10,6,17:24,451
