,大当り回数,時間,スタート回数
1,--,--,261
2,23,19:34,1
3,22,19:32,1
4,21,19:30,3
5,20,19:29,236
6,19,18:04,1
7,18,18:02,1
8,17,17:59,1
9,16,17:57,2
10,15,17:54,1
11,14,17:53,574
12,13,13:54,1
13,12,13:53,1
14,11,13:51,1
15,10,13:49,2
16,9,13:47,2
17,8,13:45,1
18,7,13:43,1
19,6,13:41,1
20,5,13:39,2
21,4,13:38,240
22,3,12:34,519
23,2,10:43,83
24,1,10:20,10
